datetime,machineID,volt,rotate,pressure,vibration
8/9/2015 5:00:00 AM,89,156.022596809483,499.186773543787,94.6935081356238,47.9299454212229
8/9/2015 6:00:00 AM,89,189.338289348546,481.699267606406,115.672119136436,33.2653137178549
8/9/2015 7:00:00 AM,89,161.157427445239,428.727765607777,98.9656750339584,41.4441610087944
8/9/2015 8:00:00 AM,89,161.502408348608,453.436246296314,103.372133704982,39.2582621215621
8/9/2015 9:00:00 AM,89,162.711527502725,474.580253904076,106.913159242991,38.3757632773898
8/9/2015 10:00:00 AM,89,166.443990032135,431.671589345972,103.886570207659,39.9456973566939
8/9/2015 11:00:00 AM,89,178.877688597966,375.234725956535,84.5290039772805,33.7262250941115
8/9/2015 12:00:00 PM,89,152.710305382723,528.240939612068,117.482500743972,42.2221279079703
8/9/2015 1:00:00 PM,89,178.297689547913,439.9008196176,86.5297382410314,41.8368689980528
8/9/2015 2:00:00 PM,89,178.449967910224,461.03136701172,98.3063510756247,43.8636647313615
8/9/2015 3:00:00 PM,89,173.639372721488,450.261022137965,112.418628429993,37.4570141147091
8/9/2015 4:00:00 PM,89,153.189370579857,352.018187762502,98.9312630483397,29.0874981562648
8/9/2015 5:00:00 PM,89,199.945957715423,421.809350524228,91.2802844059766,39.2105928790095
8/9/2015 6:00:00 PM,89,166.408336082299,466.800808863573,117.552067959932,43.5182645195745
8/9/2015 7:00:00 PM,89,167.376369450821,522.687921580833,95.3470267846314,38.6090811803213
8/9/2015 8:00:00 PM,89,138.101762905172,431.361050254412,94.9800280124435,36.9840404537683
8/9/2015 9:00:00 PM,89,149.29819536088,488.138545310211,110.176286869331,44.7414170785692
8/9/2015 10:00:00 PM,89,169.349342103404,420.718947026669,90.2096031418544,44.4246012177021
8/9/2015 11:00:00 PM,89,157.884780585546,374.46347545389,105.531747266353,37.4048802607342
8/10/2015 12:00:00 AM,89,174.92102638734,393.681456167383,94.2123283383687,38.4380787184679
8/10/2015 1:00:00 AM,89,173.859334040321,474.998720872934,114.831449991881,26.9997142587449
8/10/2015 2:00:00 AM,89,147.507135631244,434.592467073247,109.14774266869,38.0553522602426
8/10/2015 3:00:00 AM,89,182.508384464887,475.127724817095,88.7916931828417,36.9715744818552
8/10/2015 4:00:00 AM,89,196.365633856682,392.765937285152,72.888759644257,45.5800850607391
8/10/2015 5:00:00 AM,89,188.078669648455,407.441122417009,97.5390134742126,34.3381545913848
8/10/2015 6:00:00 AM,89,146.16908298412,526.089383569558,97.3899974138672,33.3395802812222
8/10/2015 7:00:00 AM,89,180.966858727778,539.805309324902,98.3638631679925,39.6400150497035
8/10/2015 8:00:00 AM,89,173.114942080223,475.993018274367,94.3389221073905,44.808235501154
8/10/2015 9:00:00 AM,89,165.710025826903,541.353097455816,97.6247228539178,35.4394473823794
8/10/2015 10:00:00 AM,89,203.685406201796,473.07005430003,76.5413087938538,45.7219151497101
8/10/2015 11:00:00 AM,89,193.493560935218,441.351844215338,89.5960554969496,40.9367542256887
8/10/2015 12:00:00 PM,89,177.320149053588,285.642227983577,87.9600045132346,45.7532914751573
